Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
2372-HWUHI,Masculino,0,No,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,22175.0,40625.0,Chiguayante
7799-LGRDP,Femenino,0,No,No,43,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,12850.0,594100.0,Chiguayante
7850-VWJUU,Femenino,0,No,No,23,Si,No,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,37500.0,889250.0,Concepcion
3774-VBNXY,Femenino,0,Si,Si,64,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,10100.0,638875.0,Concepcion
6217-KDYWC,Masculino,0,No,Si,57,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,9800.0,585275.0,Talcahuano
0390-DCFDQ,Femenino,1,Si,No,1,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,35225.0,35225.0,Concepcion
3146-MSEGF,Femenino,1,Si,Si,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,44025.0,3212825.0,Hualpen
4080-OGPJL,Femenino,0,No,No,8,Si,Si,ADSL/Cobre,Si,No,No,Si,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,35575.0,281825.0,Hualpen
1095-WGNGG,Femenino,0,Si,No,61,Si,Si,Fibra Optica,No,Si,No,No,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,50525.0,2985625.0,Concepcion
2636-SJDOU,Masculino,0,No,No,64,Si,Si,Fibra Optica,Si,Si,No,No,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,42150.0,2644525.0,San Pedro de la Paz
1131-QQZEB,Masculino,1,Si,No,71,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,11975.0,878100.0,Concepcion
5716-EZXZN,Femenino,0,Si,Si,65,Si,Si,Fibra Optica,Si,Si,No,Si,Si,No,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,49525.0,3208350.0,Concepcion
6837-BJYDQ,Masculino,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9800.0,30675.0,Concepcion
2135-RXIHG,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,22825.0,22825.0,Chiguayante
6440-DKQGE,Masculino,0,No,Si,30,Si,No,ADSL/Cobre,No,Si,Si,No,Si,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,32250.0,964975.0,Hualpen
3466-BYAVD,Masculino,0,Si,Si,15,Si,No,ADSL/Cobre,No,Si,Si,Si,No,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,34750.0,535700.0,Talcahuano
3780-YVMFA,Femenino,0,Si,Si,8,Si,No,ADSL/Cobre,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,34275.0,282175.0,Concepcion
3874-EQOEP,Masculino,0,No,No,7,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,47500.0,327750.0,Concepcion
1679-JRFBR,Femenino,0,Si,Si,70,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,54075.0,3965275.0,San Pedro de la Paz
9073-ZZIAY,Masculino,0,Si,Si,62,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,Transferencia/Webpay,No,43050.0,2607625.0,Talcahuano
3077-RSNTJ,Femenino,0,Si,Si,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9850.0,56750.0,Hualpen
6551-GNYDG,Femenino,0,Si,Si,14,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,40450.0,576400.0,San Pedro de la Paz
9167-APMXZ,Femenino,0,No,No,22,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,42075.0,910975.0,Hualpen
2749-CTKAJ,Masculino,0,Si,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10075.0,209950.0,Talcahuano
6371-NZYEG,Masculino,0,Si,Si,16,Si,No,ADSL/Cobre,Si,No,Si,No,Si,No,Plan 24 Meses,No,Caja Vecina/Servipag,No,32125.0,512000.0,Concepcion
7554-NEWDD,Masculino,0,No,No,10,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12850.0,125800.0,Chiguayante
8992-VONJD,Femenino,0,No,Si,13,Si,No,ADSL/Cobre,Si,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,28000.0,382275.0,Chiguayante
0867-MKZVY,Femenino,0,Si,No,20,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,41200.0,796175.0,Chiguayante
4482-EWFMI,Femenino,0,No,No,2,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,34850.0,67600.0,San Pedro de la Paz
4648-YPBTM,Masculino,0,No,No,53,Si,Si,ADSL/Cobre,No,Si,Si,Si,No,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,36950.0,1979125.0,Hualpen
2907-ILJBN,Femenino,0,Si,Si,11,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10300.0,116950.0,Chiguayante
6345-FZOQH,Masculino,0,Si,No,69,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9950.0,681725.0,Concepcion
3376-BMGFE,Femenino,0,No,No,4,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,35450.0,136500.0,Concepcion
5997-OPVFA,Masculino,0,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,44525.0,3127225.0,Talcahuano
3445-HXXGF,Masculino,1,Si,No,58,No,Sin linea,ADSL/Cobre,No,Si,Si,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,22650.0,1325600.0,Talcahuano
1159-WFSGR,Femenino,0,Si,Si,16,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,10200.0,160700.0,Chiguayante
7654-YWJUF,Masculino,0,Si,No,43,Si,No,Fibra Optica,Si,No,Si,Si,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,42125.0,1769625.0,San Pedro de la Paz
1875-QIVME,Femenino,0,Si,No,2,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,52200.0,121400.0,San Pedro de la Paz
6727-IOTLZ,Masculino,0,Si,No,14,Si,No,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,No,Caja Vecina/Servipag,No,40975.0,590875.0,Concepcion
0691-JVSYA,Femenino,0,Si,No,53,Si,No,Fibra Optica,No,No,Si,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),Si,47425.0,2500100.0,San Pedro de la Paz
5918-VUKWP,Femenino,0,No,No,32,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,10275.0,327275.0,Chiguayante
1744-JHKYS,Femenino,0,Si,No,34,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,12350.0,390100.0,Talcahuano
2656-FMOKZ,Femenino,1,No,No,15,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,37225.0,572850.0,San Pedro de la Paz
2070-FNEXE,Femenino,1,No,No,7,Si,No,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,38225.0,251800.0,Concepcion
5947-SGKCL,Femenino,0,Si,Si,15,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,52675.0,779625.0,San Pedro de la Paz
3712-PKXZA,Masculino,0,Si,No,61,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,10275.0,626000.0,San Pedro de la Paz
6317-YPKDH,Femenino,0,No,No,1,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,14975.0,14975.0,Hualpen
6582-OIVSP,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,22650.0,22650.0,Talcahuano
9367-WXLCH,Masculino,0,No,No,8,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,42250.0,331325.0,Chiguayante
5524-KHNJP,Masculino,0,Si,Si,33,Si,No,ADSL/Cobre,Si,No,Si,No,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,37375.0,1226650.0,Chiguayante
1918-ZBFQJ,Femenino,0,No,No,13,Si,No,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,39625.0,555825.0,San Pedro de la Paz
1024-GUALD,Femenino,0,Si,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,12400.0,12400.0,Talcahuano
4827-USJHP,Masculino,0,No,No,20,Si,No,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,25900.0,511925.0,Chiguayante
8167-GJLRN,Masculino,0,No,No,3,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,15200.0,41075.0,San Pedro de la Paz
0956-SYCWG,Femenino,0,No,No,13,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Transferencia/Webpay,No,9825.0,122400.0,Concepcion
8017-UVSZU,Femenino,0,Si,No,40,Si,Si,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,28300.0,1189550.0,Talcahuano
7100-FQPRV,Masculino,0,Si,Si,43,Si,Si,ADSL/Cobre,Si,No,No,Si,No,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,35950.0,1586675.0,Chiguayante
2472-OVKUP,Masculino,0,Si,No,6,Si,No,Fibra Optica,No,Si,Si,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,45500.0,265500.0,Hualpen
2984-RGEYA,Femenino,0,Si,Si,69,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,9875.0,687700.0,Talcahuano
9680-NIAUV,Femenino,0,Si,Si,72,Si,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,54850.0,4064650.0,San Pedro de la Paz
2146-EGVDT,Masculino,0,Si,Si,59,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9650.0,596350.0,Chiguayante
2604-IJPDU,Femenino,0,Si,No,20,Si,No,Fibra Optica,Si,Si,No,Si,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,48275.0,950825.0,Concepcion
9178-JHUVJ,Masculino,0,Si,Si,24,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,12050.0,293700.0,Concepcion
6168-YBYNP,Masculino,0,No,No,59,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,55675.0,3259875.0,Concepcion
7255-SSFBC,Masculino,0,Si,Si,72,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,56125.0,4020825.0,Chiguayante
3645-DEYGF,Masculino,0,No,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10375.0,10375.0,Chiguayante
9323-HGFWY,Femenino,0,Si,No,27,Si,No,Fibra Optica,Si,No,No,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,50950.0,1340575.0,Talcahuano
8544-GOQSH,Femenino,0,No,No,14,Si,No,Fibra Optica,No,Si,No,Si,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,40025.0,556150.0,San Pedro de la Paz
3363-DTIVD,Masculino,0,Si,Si,71,Si,Si,Fibra Optica,Si,No,Si,No,Si,Si,Plan 24 Meses,No,Transferencia/Webpay,No,52775.0,3702750.0,Talcahuano
7018-WBJNK,Masculino,0,No,Si,13,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,39150.0,516975.0,Talcahuano
9142-KZXOP,Masculino,0,No,No,44,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,34425.0,1479475.0,Talcahuano
7674-YTAFD,Femenino,0,No,No,33,Si,No,Fibra Optica,No,Si,No,Si,No,No,Plan 12 Meses,Si,PAC (Cta Cte),No,39975.0,1342425.0,Chiguayante
6348-SNFUS,Masculino,0,Si,Si,72,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,27725.0,2089600.0,Talcahuano
1285-OKIPP,Masculino,0,No,No,1,Si,No,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,39950.0,39950.0,San Pedro de la Paz
7825-ECJRF,Femenino,0,No,No,19,Si,No,Fibra Optica,Si,No,Si,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,53300.0,967225.0,Concepcion
1347-KTTTA,Masculino,0,Si,No,64,Si,No,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,51225.0,3327050.0,Talcahuano
7841-TZDMQ,Masculino,0,No,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,23000.0,42250.0,Hualpen
4195-NZGTA,Femenino,0,No,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,12625.0,12625.0,Chiguayante
7157-SMCFK,Masculino,0,No,Si,61,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9875.0,562100.0,San Pedro de la Paz
4709-LKHYG,Femenino,0,Si,Si,29,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Transferencia/Webpay,No,10000.0,270025.0,San Pedro de la Paz
2504-DSHIH,Masculino,1,Si,No,23,Si,Si,Fibra Optica,No,No,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,43400.0,987925.0,San Pedro de la Paz
0699-NDKJM,Femenino,0,Si,No,57,No,Sin linea,ADSL/Cobre,Si,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,29375.0,1718725.0,Talcahuano
9286-BHDQG,Masculino,0,Si,Si,72,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,No,No,Plan 24 Meses,No,PAT (Tarjeta Credito),No,22625.0,1569900.0,Chiguayante
0230-WEQUW,Masculino,0,Si,No,66,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,Si,No,Plan 24 Meses,Si,PAC (Cta Cte),No,28300.0,1894600.0,Hualpen
2040-LDIWQ,Masculino,0,Si,Si,65,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,42100.0,2662250.0,Chiguayante
6496-JDSSB,Femenino,0,No,No,8,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,40000.0,312300.0,Concepcion
9408-SSNVZ,Femenino,0,No,No,4,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,35075.0,134175.0,Chiguayante
4443-EMBNA,Femenino,0,Si,No,71,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12375.0,918450.0,Chiguayante
6469-MRVET,Masculino,0,Si,Si,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Transferencia/Webpay,No,10100.0,10100.0,Concepcion
0742-MOABM,Masculino,0,Si,No,4,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,25025.0,89675.0,Chiguayante
5961-VUSRV,Femenino,0,No,No,12,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,PAC (Cta Cte),No,9675.0,109675.0,Talcahuano
6778-JFCMK,Masculino,0,No,No,24,No,Sin linea,ADSL/Cobre,Si,No,No,No,Si,Si,Plan 12 Meses,Si,Caja Vecina/Servipag,No,25300.0,644375.0,Talcahuano
6341-JVQGF,Femenino,0,Si,Si,31,Si,No,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 12 Meses,Si,Caja Vecina/Servipag,No,40575.0,1272875.0,Talcahuano
2232-DMLXU,Femenino,0,Si,No,1,Si,No,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,27600.0,27600.0,Chiguayante
4811-JBUVU,Masculino,0,No,No,30,Si,Si,Fibra Optica,No,No,No,Si,No,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,44950.0,1361575.0,San Pedro de la Paz
0945-TSONX,Femenino,0,Si,Si,47,Si,Si,ADSL/Cobre,Si,Si,No,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,42650.0,2053625.0,Hualpen
2651-ZCBXV,Masculino,0,No,No,54,Si,Si,Fibra Optica,Si,Si,No,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,54000.0,2880325.0,San Pedro de la Paz
3316-UWXUY,Masculino,0,No,No,50,Si,No,Fibra Optica,Si,Si,No,Si,No,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,46750.0,2373750.0,Talcahuano
8937-RDTHP,Masculino,0,No,No,1,Si,No,Fibra Optica,Si,No,No,No,No,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,42300.0,42300.0,San Pedro de la Paz
7083-MIOPC,Femenino,0,No,No,72,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,10125.0,783450.0,Hualpen
1984-GPTEH,Femenino,0,No,No,29,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,No,12575.0,351000.0,Concepcion
1251-KRREG,Masculino,0,No,No,2,Si,Si,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,27200.0,57050.0,Talcahuano
0621-JFHOL,Femenino,0,No,No,10,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Plan 24 Meses,Si,Caja Vecina/Servipag,No,14800.0,149525.0,Talcahuano
9903-LYSAB,Masculino,0,Si,No,18,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,36575.0,652975.0,Concepcion
0094-OIFMO,Femenino,1,No,No,11,Si,No,Fibra Optica,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,47500.0,560150.0,Chiguayante
9227-UAQFT,Masculino,0,No,No,16,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,No,9875.0,142175.0,Chiguayante
7301-ABVAD,Femenino,0,No,No,72,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,43300.0,3175250.0,Talcahuano
6614-FHDBO,Masculino,0,No,No,72,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,54600.0,3939150.0,Chiguayante
7576-ASEJU,Femenino,0,Si,Si,41,Si,No,ADSL/Cobre,Si,No,No,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,37350.0,1593825.0,Concepcion
9058-HRZSV,Femenino,1,Si,No,65,Si,No,Fibra Optica,Si,Si,Si,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,47200.0,3063075.0,Hualpen
4522-AKYLR,Femenino,1,No,No,13,Si,No,ADSL/Cobre,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,27400.0,365650.0,Talcahuano
0221-WMXNQ,Masculino,1,No,No,4,Si,No,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,37675.0,136700.0,Concepcion
0303-UNCIP,Masculino,0,No,No,41,Si,Si,ADSL/Cobre,No,No,Si,No,No,Si,Plan 12 Meses,No,Caja Vecina/Servipag,No,32500.0,1265900.0,Hualpen
9947-OTFQU,Masculino,1,No,No,15,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,37200.0,537150.0,Chiguayante
0322-YINQP,Masculino,0,No,No,1,Si,No,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,24275.0,24275.0,Hualpen
0959-WHOKV,Masculino,0,No,No,42,Si,Si,Fibra Optica,Si,Si,Si,No,No,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,49500.0,2149225.0,Concepcion
4075-JFPGR,Femenino,0,Si,No,51,Si,No,Fibra Optica,Si,Si,Si,No,Si,No,Plan 12 Meses,Si,Transferencia/Webpay,No,46750.0,2309775.0,San Pedro de la Paz
4629-NRXKX,Femenino,0,Si,Si,2,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,35200.0,73575.0,San Pedro de la Paz
9514-JDSKI,Masculino,1,Si,No,1,No,Sin linea,ADSL/Cobre,No,Si,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,20100.0,20100.0,Hualpen
3282-ZISZV,Masculino,0,No,Si,32,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,41850.0,1316650.0,Concepcion
3675-YDUPJ,Masculino,0,No,No,10,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,9925.0,96525.0,Hualpen
4111-BNXIF,Femenino,0,Si,Si,67,No,Sin linea,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,No,29775.0,2051950.0,Chiguayante
7017-VFHAY,Femenino,0,Si,Si,61,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAT (Tarjeta Credito),No,57550.0,3504075.0,Talcahuano
6655-LHBYW,Masculino,0,No,No,50,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,57175.0,2895550.0,Concepcion
4959-JOSRX,Femenino,0,Si,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,22300.0,40275.0,San Pedro de la Paz
5046-NUHWD,Femenino,1,Si,No,29,No,Sin linea,ADSL/Cobre,Si,No,Si,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,22500.0,614325.0,Talcahuano
7273-TEFQD,Masculino,1,No,No,3,No,Sin linea,ADSL/Cobre,No,No,Si,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,20575.0,66100.0,Hualpen
3606-TWKGI,Masculino,1,No,No,13,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,53450.0,682150.0,San Pedro de la Paz
7529-ZDFXI,Masculino,1,Si,No,57,Si,Si,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,44925.0,2462675.0,San Pedro de la Paz
7605-BDWDC,Femenino,0,No,No,31,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,24925.0,760050.0,Concepcion
1950-KSVVJ,Femenino,0,Si,No,45,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 12 Meses,No,Caja Vecina/Servipag,No,56650.0,2516125.0,San Pedro de la Paz
0123-CRBRT,Femenino,0,Si,Si,61,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,Caja Vecina/Servipag,No,44050.0,2763375.0,Hualpen
6292-TOSSS,Masculino,0,No,No,50,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAC (Cta Cte),No,12450.0,597625.0,San Pedro de la Paz
3197-ARFOY,Femenino,1,No,No,19,Si,No,Fibra Optica,Si,Si,No,Si,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,52500.0,1003625.0,Concepcion
6323-AYBRX,Masculino,0,No,No,59,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,Caja Vecina/Servipag,Si,9675.0,549800.0,San Pedro de la Paz
